URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/4f17cf83/geschutswerf,Apartment Geschutswerf 63,1018 AW (Oostelijke Eilanden/Kadijken),3500,164,2,Interior is not available,Geschutswerf 63,21-07-2022,consultation,Monumental building,Excellent,660,Apartment,Existing building,1840,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/4f17cf83/amsterdam/dstrct-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fe662e30/ijburglaan,Apartment IJburglaan 699,1087 BS (IJburg West),1675,96,4,Upholstered,Please request a viewing on our own website.,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/fe662e30/amsterdam/liv-residential-amsterdam-4/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/85ec84b9/tweede-jan-steenstraat,Apartment Tweede Jan Steenstraat 100 2,1074 CS (Oude Pijp),2100,63,2,Interior is not available,Delightful living in a bright and modern apartment in a quiet street in the Pijp.,21-07-2022,01-09-2022,Specifics are not available,Good,170,Apartment,Existing building,1884,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/85ec84b9/amsterdam/broersma-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7df3cf03/kuipersstraat,Apartment Kuipersstraat,1073 ER (Nieuwe Pijp),2250,53,3,Furnished,Nice furnished or upholstered apartment for rent in Amsterdam with 2 bedrooms in the Nieuwe Pijp district.,21-07-2022,01-09-2022,Specifics are not available,Good,150,Apartment,Existing building,2006,Location type is not available,2,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7df3cf03/amsterdam/v-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6aafdf6b/van-leijenberghlaan,Apartment Van Leijenberghlaan 18 A,1082 GM (Buitenveldert-West),2500,103,3,Furnished,For Rent this modern and fully furnished 2 bedroom apartment with garage parking in a nice part of Amsterdam Buitenveldert.   ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6aafdf6b/amsterdam/renthouse-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/aaa1a53b/kerkstraat,Apartment Kerkstraat,1017 GJ (Grachtengordel-Zuid),2250,75,3,Furnished,"Not available for sharing, no students, no pets  ",21-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/aaa1a53b/amsterdam/relocation-advisers-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ea47a4f1/cliffordstraat,Apartment Cliffordstraat,1051 GP (Staatsliedenbuurt),2500,110,4,Furnished,Unique and creative 2-floor upper house with double roof terrace near the Jordaan area.,21-07-2022,Not available to book,Specifics are not available,Excellent,330,Apartment,Existing building,1906,Location type is not available,2,1,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ea47a4f1/amsterdam/urban-homies/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/1c1b93bb/cornelis-anthoniszstraat,Apartment Cornelis Anthoniszstraat 36 A,1071 VV (Museumkwartier),2400,67,3,Furnished,"Beautiful, furnished, one bedroom apartment (approx. 70 m2) with separate study in the popular area Oud Zuid! ",21-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,167,Apartment,Existing building,1900,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1c1b93bb/amsterdam/vastgoed-unie-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/44d4761c/sem-presserhof,Apartment Sem Presserhof 47,1087 JE (IJburg West),2000,115,4,Furnished,Surroundings:,21-07-2022,05-09-2022,Specifics are not available,Excellent,345,Apartment,Existing building,2005,Location type is not available,3,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/44d4761c/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/3043f30a/vechtstraat,Apartment Vechtstraat 161 hs,1079 JH (Rijnbuurt),2100,60,3,Furnished,Details:,21-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,160,Apartment,Existing building,1934,Near public transportation,2,1,1,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3043f30a/amsterdam/amsterdam-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/8dda46e1/zoomstraat,Apartment Zoomstraat,1078 XL (Scheldebuurt),2750,125,4,Furnished,SUNNY TERRACE | SOUTH AREA | VERY SPACIOUS,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8dda46e1/amsterdam/out-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/54b55dce/valeriusstraat,Apartment Valeriusstraat 9 II+III,1071 MB (Museumkwartier),3200,140,5,Upholstered or furnished,Apartment with balcony for rent in Amsterdam with 3 bedrooms in the Museumkwartier district.,21-07-2022,consultation,Specifics are not available,Good,516,Apartment,Existing building,Before 1906,Location type is not available,3,2,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/54b55dce/amsterdam/pc22-makelaars-taxateurs-o-z/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/275aa408/lomanstraat,Apartment Lomanstraat 60 2,1075 RD (Willemspark),2250,60,3,Furnished,Bright and spacious 2-bedroom furnished apartment in the Old South! ,21-07-2022,01-08-2022,Specifics are not available,Upkeep is not available,168,Apartment,Existing building,1913,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/275aa408/amsterdam/amsterhomes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/62a0ddd7/oudezijds-voorburgwal,Apartment Oudezijds Voorburgwal 132 3-A,1012 GH (Burgwallen-Oude Zijde),1500,50,2,Interior is not available,Nice apartment for rent in Amsterdam with 1 bedroom in the Burgwallen-Oude Zijde district.,21-07-2022,Not available to book,Specifics are not available,Good,143,Apartment,Existing building,Before 1906,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/62a0ddd7/amsterdam/linger-og/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/e56bfd51/lijnbaansgracht,Apartment Lijnbaansgracht,1016 VW (Jordaan),2650,80,3,Upholstered or furnished,"Spacious and totally renovated apartment of approximately 80 m² with a sunny balcony, 2 spacious bedrooms, walk-in closets and an amazing view over the water. The apartment has an unique lay out and it is perfectly located in the middle of Jordaan and yet relatively quiet. Thanks to the large windows on the South-West with unobstructed views, the house is wonderfully light and sunny. Moreover, the house is tastefully furnished and equipped with a beautiful cast floor.",21-07-2022,consultation,Protected townscape,Good,265,Apartment,Existing building,1980,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e56bfd51/amsterdam/ramon-mossel-makelaardij-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/fa5d126e/westerkade,Apartment Westerkade 21 B,1015 XE (Jordaan),1600,45,1,Interior is not available,"Located on the edge of the lively Jordaan, we offer this fully renovated and well-arranged residential studio with a view over the canal!",21-07-2022,consultation,Specifics are not available,Excellent,108,Apartment,Existing building,1882,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fa5d126e/amsterdam/voogd-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/886d4611/gustav-mahlerlaan,Apartment Gustav Mahlerlaan 331,1082 MK (Zuidas),2900,122,3,Interior is not available,Gustav Mahlerlaan 331 Amsterdam,21-07-2022,consultation,Specifics are not available,Excellent,419,Apartment,Existing building,2019,Location type is not available,2,1,1,Not present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/886d4611/amsterdam/engel-en-volkers-amsterdam-3/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
